CustomerID,InvoiceDate,InvoiceNo,Amount
C105,2025-04-16 20:13:39.363734,557,52.94
C194,2024-08-11 20:13:39.363738,558,183.17
C051,2024-10-29 20:13:39.363743,559,230.28
C075,2024-09-14 20:13:39.363747,560,43.61
C010,2025-03-09 20:13:39.363751,561,27.03
C142,2025-03-26 20:13:39.363755,562,151.65
C051,2025-04-19 20:13:39.363758,563,32.13
C118,2025-02-03 20:13:39.363761,564,172.94
C121,2024-11-12 20:13:39.363765,565,55.12
C039,2025-01-22 20:13:39.363768,566,110.13
C028,2025-01-08 20:13:39.363771,567,10.04
C003,2024-02-24 20:13:39.363776,568,97.78
C084,2025-02-03 20:13:39.363780,569,60.11
C198,2024-12-13 20:13:39.363784,570,88.34
C155,2024-07-20 20:13:39.363787,571,18.39
C117,2025-01-21 20:13:39.363790,572,133.51
C002,2024-10-28 20:13:39.363793,573,198.63
C093,2024-04-30 20:13:39.363796,574,24.43
C166,2023-11-01 20:13:39.363800,575,10.06
C131,2025-03-24 20:13:39.363803,576,2.39
C144,2024-01-07 20:13:39.363808,577,102.71
C094,2024-12-21 20:13:39.363813,578,93.42
C040,2025-02-27 20:13:39.363817,579,79.12
C002,2025-01-01 20:13:39.363820,580,26.39
C081,2023-05-18 20:13:39.363823,581,49.58
C169,2024-12-20 20:13:39.363827,582,90.26
C012,2025-02-09 20:13:39.363831,583,68.67
C163,2024-10-23 20:13:39.363835,584,440.51
C065,2025-03-03 20:13:39.363839,585,14.67
C055,2025-04-07 20:13:39.363843,586,118.79
C045,2025-03-28 20:13:39.363846,587,51.8
C101,2025-03-28 20:13:39.363851,588,55.9
C062,2025-03-23 20:13:39.363855,589,126.44
C049,2025-03-26 20:13:39.363859,590,117.91
C127,2024-10-19 20:13:39.363864,591,473.94
C153,2025-03-16 20:13:39.363867,592,13.74
C023,2025-02-04 20:13:39.363897,593,10.99
C152,2024-03-09 20:13:39.363901,594,128.86
C038,2024-12-27 20:13:39.363905,595,86.37
C028,2024-10-05 20:13:39.363909,596,32.04
C021,2025-03-18 20:13:39.363912,597,8.28
C182,2025-03-14 20:13:39.363915,598,8.96
C107,2025-04-14 20:13:39.363918,599,224.61
C146,2025-03-19 20:13:39.363921,600,21.3
C164,2025-02-22 20:13:39.363924,601,39.06
C099,2025-03-17 20:13:39.363926,602,25.7
C173,2025-04-05 20:13:39.363930,603,43.85
C119,2025-03-29 20:13:39.363933,604,7.2
C073,2024-12-31 20:13:39.363935,605,73.2
C181,2025-03-11 20:13:39.363939,606,7.0
C122,2025-01-30 20:13:39.363941,607,161.12
C030,2024-12-16 20:13:39.363945,608,26.62
C188,2024-09-22 20:13:39.363947,609,77.66
C108,2025-04-14 20:13:39.363950,610,212.09
C098,2024-07-06 20:13:39.363953,611,105.23
C032,2024-10-26 20:13:39.363956,612,76.13
C195,2025-04-06 20:13:39.363959,613,39.21
C195,2024-04-14 20:13:39.363962,614,40.5
C156,2024-01-21 20:13:39.363966,615,110.71
C172,2025-04-10 20:13:39.363969,616,513.95
C079,2025-02-22 20:13:39.363972,617,108.42
C041,2024-06-30 20:13:39.363975,618,81.6
C063,2024-08-16 20:13:39.363978,619,131.17
C023,2025-03-16 20:13:39.363981,620,62.59
C104,2025-03-10 20:13:39.363984,621,6.2
C075,2025-01-28 20:13:39.363987,622,82.62
C048,2024-12-23 20:13:39.363990,623,316.12
C160,2024-10-30 20:13:39.363993,624,19.27
C057,2025-01-29 20:13:39.363997,625,117.12
C118,2024-12-31 20:13:39.364000,626,22.43
C100,2024-08-17 20:13:39.364003,627,76.75
C124,2025-04-15 20:13:39.364006,628,10.17
C161,2025-02-28 20:13:39.364009,629,59.85
C152,2024-09-09 20:13:39.364013,630,141.13
C167,2024-03-11 20:13:39.364017,631,42.71
C034,2024-12-13 20:13:39.364021,632,109.34
C184,2024-12-06 20:13:39.364023,633,158.69
C156,2025-04-01 20:13:39.364027,634,261.97
C165,2025-01-05 20:13:39.364030,635,26.74
C007,2024-12-06 20:13:39.364033,636,50.97
C196,2025-03-03 20:13:39.364037,637,16.54
C165,2025-02-24 20:13:39.364040,638,489.07
C056,2025-01-26 20:13:39.364043,639,261.73
C065,2025-04-18 20:13:39.364046,640,77.64
C193,2025-02-11 20:13:39.364050,641,184.54
C047,2025-03-10 20:13:39.364056,642,73.6
C148,2025-02-09 20:13:39.364060,643,97.71
C019,2025-03-30 20:13:39.364064,644,9.33
C157,2024-03-19 20:13:39.364068,645,140.76
C188,2024-11-10 20:13:39.364089,646,13.66
C146,2024-09-29 20:13:39.364091,647,174.91
C163,2024-07-15 20:13:39.364093,648,152.34
C171,2024-12-18 20:13:39.364095,649,123.36
C126,2025-04-05 20:13:39.364097,650,3.68
C139,2024-12-04 20:13:39.364099,651,36.12
C049,2024-11-13 20:13:39.364102,652,30.53
C113,2024-08-18 20:13:39.364105,653,44.65
C038,2025-01-10 20:13:39.364107,654,9.17
C064,2025-03-28 20:13:39.364109,655,276.4
C069,2025-02-20 20:13:39.364111,656,80.7
C136,2025-01-30 20:13:39.364112,657,36.46
C162,2024-10-17 20:13:39.364114,658,50.58
C176,2024-11-20 20:13:39.364116,659,59.28
C116,2025-02-01 20:13:39.364118,660,91.78
C184,2023-03-08 20:13:39.364120,661,72.5
C065,2024-11-05 20:13:39.364122,662,251.82
C031,2025-03-04 20:13:39.364124,663,68.71
C132,2025-04-02 20:13:39.364125,664,484.83
C113,2025-03-23 20:13:39.364128,665,190.67
C109,2025-03-02 20:13:39.364137,666,23.38
C178,2025-03-21 20:13:39.364140,667,266.78
C069,2025-03-15 20:13:39.364142,668,12.37
C158,2025-02-20 20:13:39.364144,669,170.07
C120,2025-03-18 20:13:39.364146,670,47.9
C088,2024-03-09 20:13:39.364147,671,210.35
C187,2025-04-06 20:13:39.364149,672,202.54
C067,2024-12-09 20:13:39.364155,673,163.95
C075,2025-01-16 20:13:39.364157,674,156.08
C045,2023-04-26 20:13:39.364159,675,36.34
C004,2025-03-31 20:13:39.364161,676,8.44
C154,2025-01-20 20:13:39.364164,677,51.58
C155,2023-08-02 20:13:39.364166,678,19.06
C174,2024-04-25 20:13:39.364167,679,118.73
C107,2024-06-20 20:13:39.364170,680,42.48
C192,2025-02-27 20:13:39.364172,681,371.36
C051,2025-03-19 20:13:39.364174,682,102.44
C050,2024-10-05 20:13:39.364176,683,172.87
C006,2023-12-31 20:13:39.364178,684,14.22
C059,2024-11-26 20:13:39.364181,685,198.06
C125,2024-11-20 20:13:39.364182,686,256.08
C143,2025-02-21 20:13:39.364184,687,66.76
C030,2024-07-31 20:13:39.364187,688,93.2
C170,2025-03-15 20:13:39.364189,689,144.74
C122,2025-02-10 20:13:39.364192,690,19.22
C125,2025-01-12 20:13:39.364193,691,69.83
C037,2024-12-15 20:13:39.364195,692,50.86
C170,2025-03-03 20:13:39.364197,693,15.83
C124,2025-03-31 20:13:39.364199,694,45.81
C101,2024-11-03 20:13:39.364201,695,7.06
C035,2025-02-19 20:13:39.364203,696,2.62
C087,2024-11-16 20:13:39.364206,697,14.52
C134,2025-03-22 20:13:39.364207,698,330.0
C196,2024-12-24 20:13:39.364209,699,79.75
C018,2024-12-06 20:13:39.364212,700,337.62
C113,2025-04-12 20:13:39.364213,701,56.65
C029,2025-02-07 20:13:39.364215,702,37.37
C077,2025-03-27 20:13:39.364217,703,70.55
C059,2025-04-10 20:13:39.364219,704,57.89
C175,2023-01-14 20:13:39.364222,705,11.17
C126,2025-02-10 20:13:39.364224,706,102.39
C145,2024-06-27 20:13:39.364226,707,24.34
C109,2025-02-28 20:13:39.364228,708,96.65
C022,2024-09-28 20:13:39.364230,709,105.04
C068,2024-08-07 20:13:39.364232,710,16.49
C069,2024-11-10 20:13:39.364234,711,6.33
C165,2024-12-28 20:13:39.364235,712,151.76
C049,2025-01-16 20:13:39.364238,713,61.58
C141,2025-02-03 20:13:39.364240,714,5.99
C162,2023-12-31 20:13:39.364242,715,527.19
C109,2024-06-06 20:13:39.364244,716,5.95
C086,2023-08-27 20:13:39.364247,717,118.76
C053,2025-03-29 20:13:39.364249,718,411.53
C123,2024-08-28 20:13:39.364251,719,27.34
C087,2023-12-07 20:13:39.364253,720,15.34
C179,2025-03-17 20:13:39.364255,721,12.94
C131,2025-04-09 20:13:39.364257,722,36.14
C042,2024-08-21 20:13:39.364259,723,10.65
C098,2024-11-19 20:13:39.364261,724,117.82
C160,2024-05-25 20:13:39.364263,725,6.43
C109,2025-03-25 20:13:39.364265,726,71.22
C051,2024-07-10 20:13:39.364267,727,571.29
C085,2025-03-12 20:13:39.364269,728,168.18
C174,2025-03-20 20:13:39.364271,729,95.51
C127,2025-03-20 20:13:39.364273,730,36.56
C021,2024-06-22 20:13:39.364275,731,97.79
C044,2024-10-07 20:13:39.364277,732,74.87
C139,2024-12-09 20:13:39.364279,733,55.53
C103,2025-01-31 20:13:39.364281,734,14.01
C068,2024-04-09 20:13:39.364283,735,217.69
C129,2025-01-22 20:13:39.364285,736,59.74
C092,2024-06-20 20:13:39.364287,737,21.64
C191,2025-01-07 20:13:39.364289,738,45.85
C024,2025-01-26 20:13:39.364291,739,53.47
C125,2024-12-31 20:13:39.364293,740,175.76
C141,2025-02-16 20:13:39.364295,741,132.28
C111,2024-08-17 20:13:39.364297,742,146.67
C098,2024-12-17 20:13:39.364299,743,1.11
C139,2025-03-05 20:13:39.364300,744,53.81
C179,2024-03-04 20:13:39.364302,745,65.65
C017,2025-01-24 20:13:39.364304,746,1.94
C099,2024-12-01 20:13:39.364306,747,30.09
C082,2024-02-20 20:13:39.364308,748,142.83
C104,2024-10-27 20:13:39.364309,749,14.75
C152,2025-03-30 20:13:39.364311,750,76.64
C019,2023-12-03 20:13:39.364313,751,24.23
C165,2024-10-26 20:13:39.364315,752,1.22
C085,2025-02-07 20:13:39.364317,753,27.6
C008,2025-03-26 20:13:39.364318,754,372.45
C028,2024-07-11 20:13:39.364321,755,161.72
C005,2024-10-29 20:13:39.364322,756,320.83
C145,2024-12-05 20:13:39.364324,757,66.91
C101,2024-03-14 20:13:39.364326,758,11.62
C164,2024-07-16 20:13:39.364328,759,79.4
C118,2025-03-23 20:13:39.364331,760,60.58
C147,2025-02-13 20:13:39.364336,761,186.02
C064,2025-03-01 20:13:39.364338,762,10.32
C091,2024-08-19 20:13:39.364340,763,66.99
C117,2025-04-15 20:13:39.364342,764,16.26
C098,2024-11-21 20:13:39.364345,765,39.26
C011,2024-08-06 20:13:39.364347,766,133.7
C054,2024-04-10 20:13:39.364348,767,64.63
C173,2025-02-05 20:13:39.364350,768,47.14
C047,2024-06-16 20:13:39.364352,769,50.17
C140,2025-03-31 20:13:39.364354,770,61.52
C149,2024-05-19 20:13:39.364356,771,153.72
C139,2025-03-28 20:13:39.364358,772,222.64
C005,2025-01-20 20:13:39.364359,773,310.86
C184,2024-07-08 20:13:39.364362,774,154.6
C020,2025-03-23 20:13:39.364364,775,37.89
C169,2025-03-06 20:13:39.364366,776,116.52
C046,2024-09-03 20:13:39.364368,777,57.55
C012,2024-09-04 20:13:39.364370,778,29.39
C070,2024-10-19 20:13:39.364372,779,183.8
C017,2024-09-20 20:13:39.364375,780,3.92
C115,2024-12-02 20:13:39.364377,781,232.04
C147,2025-02-28 20:13:39.364378,782,61.89
C154,2025-02-04 20:13:39.364380,783,101.39
C048,2025-03-16 20:13:39.364383,784,107.69
C108,2024-02-16 20:13:39.364384,785,225.49
C052,2024-11-15 20:13:39.364387,786,101.24
C096,2025-01-19 20:13:39.364389,787,95.17
C070,2024-12-31 20:13:39.364391,788,6.9
C183,2023-11-09 20:13:39.364393,789,73.07
C102,2025-03-23 20:13:39.364395,790,16.27
C075,2024-11-14 20:13:39.364397,791,133.73
C161,2024-12-16 20:13:39.364398,792,71.79
C190,2024-11-02 20:13:39.364401,793,114.01
C151,2025-04-18 20:13:39.364403,794,4.26
C143,2024-04-16 20:13:39.364404,795,8.86
C155,2023-12-24 20:13:39.364406,796,125.99
C192,2024-11-23 20:13:39.364408,797,7.48
C179,2024-09-19 20:13:39.364410,798,7.39
C181,2024-01-17 20:13:39.364412,799,1.22
C082,2024-09-12 20:13:39.364413,800,313.5
C092,2025-03-23 20:13:39.364415,801,133.75
C179,2024-11-18 20:13:39.364417,802,43.58
C175,2024-11-05 20:13:39.364419,803,35.17
C004,2025-01-12 20:13:39.364421,804,43.03
C135,2024-08-24 20:13:39.364423,805,149.01
C109,2023-12-18 20:13:39.364425,806,108.28
C163,2024-01-10 20:13:39.364427,807,20.48
C048,2025-01-04 20:13:39.364429,808,19.13
C073,2025-03-31 20:13:39.364430,809,10.36
C072,2023-03-29 20:13:39.364432,810,107.97
C116,2024-05-28 20:13:39.364436,811,144.55
C173,2025-03-29 20:13:39.364439,812,30.79
C081,2024-01-21 20:13:39.364443,813,2.12
C081,2024-04-19 20:13:39.364446,814,8.57
C113,2024-12-11 20:13:39.364450,815,343.77
C096,2024-11-11 20:13:39.364453,816,35.02
C072,2025-01-20 20:13:39.364470,817,146.63
C147,2025-04-11 20:13:39.364474,818,97.99
C063,2025-02-07 20:13:39.364480,819,48.12
C038,2024-07-03 20:13:39.364483,820,23.03
C067,2025-04-21 20:13:39.364487,821,12.94
C187,2025-02-07 20:13:39.364491,822,95.45
C069,2025-01-20 20:13:39.364495,823,149.0
C013,2024-12-04 20:13:39.364498,824,103.26
C175,2024-01-23 20:13:39.364501,825,75.57
C189,2025-02-04 20:13:39.364506,826,4.29
C031,2025-02-04 20:13:39.364507,827,345.74
C114,2024-08-24 20:13:39.364509,828,160.3
C022,2025-01-03 20:13:39.364511,829,34.65
C093,2025-03-07 20:13:39.364513,830,391.05
C171,2025-01-03 20:13:39.364515,831,92.1
C067,2025-03-25 20:13:39.364516,832,87.33
C054,2025-03-18 20:13:39.364518,833,137.86
C138,2024-12-18 20:13:39.364519,834,167.01
C042,2025-01-14 20:13:39.364522,835,106.85
C064,2024-02-03 20:13:39.364523,836,13.71
C126,2025-01-30 20:13:39.364525,837,41.29
C021,2024-11-16 20:13:39.364527,838,263.23
C194,2024-10-23 20:13:39.364529,839,25.44
C169,2025-04-19 20:13:39.364530,840,46.55
C152,2024-10-07 20:13:39.364532,841,56.58
C035,2025-03-17 20:13:39.364534,842,57.88
C184,2023-09-15 20:13:39.364536,843,94.92
C030,2025-03-24 20:13:39.364538,844,286.6
C057,2025-01-15 20:13:39.364540,845,27.53
C047,2025-04-05 20:13:39.364542,846,12.95
C163,2022-06-18 20:13:39.364543,847,22.0
C019,2024-12-17 20:13:39.364545,848,217.97
C114,2024-11-10 20:13:39.364547,849,103.79
C008,2025-04-09 20:13:39.364548,850,33.67
C026,2024-08-15 20:13:39.364550,851,169.25
C113,2025-03-10 20:13:39.364552,852,197.59
C071,2024-03-07 20:13:39.364553,853,187.41
C030,2025-03-11 20:13:39.364555,854,251.24
C135,2025-03-14 20:13:39.364557,855,29.07
C067,2025-04-15 20:13:39.364559,856,140.67
C065,2024-12-28 20:13:39.364561,857,61.72
C036,2024-11-23 20:13:39.364563,858,184.52
C025,2025-04-09 20:13:39.364564,859,130.38
C037,2024-07-27 20:13:39.364566,860,149.81
C001,2025-01-03 20:13:39.364571,861,106.76
C143,2024-12-09 20:13:39.364573,862,19.53
C037,2025-01-07 20:13:39.364575,863,78.75
C141,2025-01-19 20:13:39.364577,864,417.79
C136,2024-11-25 20:13:39.364579,865,277.08
C133,2025-03-22 20:13:39.364582,866,4.41
C188,2025-03-16 20:13:39.364584,867,18.01
C128,2024-04-30 20:13:39.364586,868,14.13
C127,2023-11-13 20:13:39.364588,869,129.46
C001,2025-01-27 20:13:39.364590,870,170.26
C164,2025-02-24 20:13:39.364592,871,24.02
C035,2024-10-18 20:13:39.364594,872,70.49
C194,2025-01-17 20:13:39.364596,873,183.7
C191,2025-04-17 20:13:39.364599,874,131.98
C104,2025-03-22 20:13:39.364600,875,78.14
C023,2024-09-07 20:13:39.364602,876,89.24
C009,2024-10-10 20:13:39.364604,877,71.0
C034,2025-04-17 20:13:39.364606,878,35.32
C174,2025-03-07 20:13:39.364608,879,83.25
C128,2025-03-05 20:13:39.364609,880,116.76
C004,2024-10-03 20:13:39.364611,881,206.61
C158,2025-04-18 20:13:39.364616,882,101.14
C102,2025-04-02 20:13:39.364620,883,143.18
C075,2024-07-06 20:13:39.364622,884,17.44
C099,2025-03-17 20:13:39.364625,885,61.91
C072,2024-10-13 20:13:39.364627,886,0.94
C003,2025-03-04 20:13:39.364629,887,28.33
C142,2025-04-03 20:13:39.364630,888,129.63
C188,2025-03-02 20:13:39.364632,889,480.48
C173,2024-09-03 20:13:39.364634,890,10.44
C034,2024-05-08 20:13:39.364636,891,51.33
C045,2024-06-06 20:13:39.364638,892,160.98
C061,2025-01-20 20:13:39.364640,893,22.82
C083,2024-10-05 20:13:39.364641,894,80.99
C123,2025-03-11 20:13:39.364643,895,132.08
C102,2025-02-18 20:13:39.364645,896,95.71
C016,2024-03-10 20:13:39.364646,897,20.83
C066,2025-04-19 20:13:39.364648,898,43.91
C168,2025-04-05 20:13:39.364650,899,153.15
C145,2025-03-11 20:13:39.364652,900,80.79
C119,2025-04-17 20:13:39.364654,901,0.52
C162,2025-03-16 20:13:39.364656,902,143.13
C124,2024-11-15 20:13:39.364658,903,3.59
C144,2025-01-13 20:13:39.364661,904,136.94
C102,2024-03-16 20:13:39.364662,905,22.62
C188,2024-06-19 20:13:39.364664,906,317.18
C066,2025-02-05 20:13:39.364666,907,45.88
C194,2025-02-26 20:13:39.364668,908,39.59
C013,2025-01-26 20:13:39.364670,909,16.12
C184,2024-11-12 20:13:39.364672,910,36.47
C111,2025-02-24 20:13:39.364674,911,209.27
C159,2024-10-27 20:13:39.364676,912,560.87
C034,2025-01-17 20:13:39.364678,913,45.94
C039,2024-11-28 20:13:39.364679,914,59.53
C195,2025-01-08 20:13:39.364681,915,128.04
C136,2025-02-18 20:13:39.364683,916,217.33
C120,2023-11-05 20:13:39.364685,917,89.91
C126,2024-08-05 20:13:39.364686,918,49.68
C055,2025-03-25 20:13:39.364688,919,53.21
C027,2024-04-21 20:13:39.364690,920,118.95
C118,2024-12-22 20:13:39.364692,921,0.32
C053,2024-03-13 20:13:39.364694,922,96.65
C039,2024-07-06 20:13:39.364696,923,43.93
C065,2025-01-12 20:13:39.364698,924,158.08
C145,2025-04-17 20:13:39.364699,925,9.76
C158,2025-02-24 20:13:39.364701,926,88.72
C181,2024-12-02 20:13:39.364703,927,65.58
C013,2024-10-23 20:13:39.364705,928,102.81
C021,2025-02-27 20:13:39.364707,929,6.71
C147,2025-03-25 20:13:39.364708,930,86.75
C053,2024-06-01 20:13:39.364710,931,82.44
C019,2023-04-04 20:13:39.364712,932,82.25
C057,2024-12-08 20:13:39.364714,933,92.5
C025,2025-03-19 20:13:39.364716,934,112.85
C031,2025-02-23 20:13:39.364717,935,163.47
C081,2025-04-18 20:13:39.364719,936,31.45
C183,2024-02-04 20:13:39.364721,937,174.33
C023,2025-03-30 20:13:39.364722,938,68.97
C032,2024-11-18 20:13:39.364724,939,8.02
C190,2025-02-23 20:13:39.364726,940,6.03
C074,2024-11-27 20:13:39.364728,941,40.68
C010,2024-10-14 20:13:39.364729,942,153.66
C200,2024-06-07 20:13:39.364731,943,122.99
C054,2025-03-11 20:13:39.364733,944,155.41
C052,2025-04-20 20:13:39.364735,945,72.83
C148,2025-03-26 20:13:39.364737,946,58.02
C160,2024-03-03 20:13:39.364739,947,15.95
C114,2024-04-14 20:13:39.364741,948,39.78
C014,2024-11-09 20:13:39.364743,949,56.92
C178,2024-11-07 20:13:39.364745,950,9.28
C156,2024-10-07 20:13:39.364747,951,24.92
C110,2025-03-18 20:13:39.364748,952,91.19
C053,2024-02-04 20:13:39.364751,953,133.05
C152,2025-01-14 20:13:39.364753,954,640.55
C079,2025-01-25 20:13:39.364755,955,270.48
C022,2024-12-11 20:13:39.364757,956,102.88
C030,2025-04-13 20:13:39.364758,957,54.69
C191,2025-03-20 20:13:39.364760,958,101.11
C004,2024-08-23 20:13:39.364761,959,154.02
C059,2025-04-06 20:13:39.364763,960,12.59
C008,2024-11-06 20:13:39.364765,961,52.75
C012,2025-03-02 20:13:39.364767,962,183.13
C119,2025-01-23 20:13:39.364769,963,48.42
C159,2025-02-19 20:13:39.364770,964,84.83
C034,2025-02-01 20:13:39.364772,965,88.62
C082,2024-09-05 20:13:39.364773,966,20.39
C098,2025-02-17 20:13:39.364775,967,44.98
C127,2024-11-22 20:13:39.364777,968,40.72
C075,2024-12-26 20:13:39.364779,969,2.65
C105,2024-10-07 20:13:39.364781,970,2.45
C049,2023-12-11 20:13:39.364783,971,178.2
C079,2024-08-27 20:13:39.364785,972,31.89
C185,2025-03-09 20:13:39.364789,973,73.0
C093,2025-04-16 20:13:39.364793,974,35.49
C154,2025-02-26 20:13:39.364795,975,282.48
C018,2024-11-10 20:13:39.364799,976,30.02
C096,2025-04-12 20:13:39.364805,977,56.15
C038,2024-12-19 20:13:39.364814,978,206.14
C087,2024-11-09 20:13:39.364817,979,184.47
C088,2025-02-07 20:13:39.364820,980,20.59
C050,2024-07-30 20:13:39.364823,981,162.27
C008,2025-04-01 20:13:39.364827,982,61.28
C169,2025-04-07 20:13:39.364844,983,65.97
C134,2024-08-30 20:13:39.364847,984,14.33
C069,2024-12-19 20:13:39.364849,985,8.4
C172,2024-09-24 20:13:39.364851,986,130.17
C121,2025-01-09 20:13:39.364853,987,68.61
C064,2025-03-02 20:13:39.364855,988,57.42
C157,2024-06-18 20:13:39.364857,989,130.75
C156,2024-07-06 20:13:39.364859,990,145.04
C139,2024-09-20 20:13:39.364862,991,17.31
C121,2025-02-23 20:13:39.364863,992,94.22
C065,2024-11-12 20:13:39.364865,993,14.54
C107,2025-01-31 20:13:39.364867,994,139.18
C147,2025-04-04 20:13:39.364870,995,106.99
C137,2024-01-29 20:13:39.364875,996,313.76
C155,2025-03-26 20:13:39.364876,997,7.15
C162,2023-10-29 20:13:39.364878,998,5.87
C172,2025-01-05 20:13:39.364880,999,33.15
